   0.00000000       30.0000000       30.0000000    
   6.66666701E-02   21.8284531       21.3603706    
  0.133333340       20.1891804       20.0286903    
  0.200000018       20.0134506       20.0000782    
  0.266666681       20.0007420       20.0000000    
  0.333333343       20.0000229       20.0000000    
  0.400000036       20.0000000       20.0000000    
  0.466666698       20.0000000       20.0000000    
  0.533333361       20.0000000       20.0000000    
  0.600000024       20.0000000       20.0000000    
  0.666666687       20.0000000       20.0000000    
  0.733333349       20.0000000       20.0000000    
  0.800000072       20.0000000       20.0000000    
  0.866666734       20.0000000       20.0000000    
  0.933333397       20.0000000       20.0000000    
   1.00000000       20.0000000       20.0000000    
